#Stat  Phase QA  err     wgt    traveltime   Picktime                  dist     azi    evID          elon     elat      slon      slat
TH07   S      1  0.05000 0.50000    1.320 2019-02-03T19:40:36.420000Z    1.71  14.9 KP201902031940        -21.3951  64.0496  -21.3861  64.0644
TH21   S      1  0.05000 0.50000    1.460 2019-02-03T19:40:36.560000Z    1.62 135.2 KP201902031940        -21.3951  64.0496  -21.3718  64.0393
JA25   S      0  0.02500 1.00000    1.650 2019-02-03T19:40:36.750000Z    2.73 112.0 KP201902031940        -21.3951  64.0496  -21.3433  64.0404
SVIN   S      2  0.10000 0.25000    1.650 2019-02-03T19:40:36.750000Z    2.78 285.4 KP201902031940        -21.3951  64.0496  -21.4500  64.0562
RE09   S      2  0.10000 0.25000    1.790 2019-02-03T19:40:36.890000Z    2.94 160.5 KP201902031940        -21.3951  64.0496  -21.3750  64.0247
EDA_   S      2  0.10000 0.25000    1.880 2019-02-03T19:40:36.980000Z    3.69   4.5 KP201902031940        -21.3951  64.0496  -21.3891  64.0826
OH23   S      2  0.10000 0.25000    1.930 2019-02-03T19:40:37.030000Z    3.49 139.0 KP201902031940        -21.3951  64.0496  -21.3483  64.0260
INNS   S      2  0.10000 0.25000    1.970 2019-02-03T19:40:37.070000Z    4.00  57.4 KP201902031940        -21.3951  64.0496  -21.3260  64.0689
SK10   S      2  0.10000 0.25000    2.010 2019-02-03T19:40:37.110000Z    3.96  93.5 KP201902031940        -21.3951  64.0496  -21.3142  64.0474
GR43   S      1  0.05000 0.50000    2.050 2019-02-03T19:40:37.150000Z    4.16 195.8 KP201902031940        -21.3951  64.0496  -21.4182  64.0137
VA41   S      2  0.10000 0.25000    2.280 2019-02-03T19:40:37.380000Z    4.87 312.7 KP201902031940        -21.3951  64.0496  -21.4685  64.0792
LSKA   S      1  0.05000 0.50000    2.310 2019-02-03T19:40:37.410000Z    4.98 110.5 KP201902031940        -21.3951  64.0496  -21.2996  64.0339
GA02   S      1  0.05000 0.50000    2.330 2019-02-03T19:40:37.430000Z    5.19  13.9 KP201902031940        -21.3951  64.0496  -21.3695  64.0948
HVH_   S      1  0.05000 0.50000    2.500 2019-02-03T19:40:37.600000Z    5.32 146.7 KP201902031940        -21.3951  64.0496  -21.3354  64.0097
UR20   S      2  0.10000 0.25000    2.620 2019-02-03T19:40:37.720000Z    5.73 130.3 KP201902031940        -21.3951  64.0496  -21.3057  64.0163
LA08   S      2  0.10000 0.25000    2.940 2019-02-03T19:40:38.040000Z    6.64 221.0 KP201902031940        -21.3951  64.0496  -21.4842  64.0046
KOLD   S      2  0.10000 0.25000    3.040 2019-02-03T19:40:38.140000Z    7.60  53.4 KP201902031940        -21.3951  64.0496  -21.2700  64.0902
ME05   S      1  0.05000 0.50000    3.080 2019-02-03T19:40:38.180000Z    7.25 190.3 KP201902031940        -21.3951  64.0496  -21.4216  63.9856
FA44   S      1  0.05000 0.50000    3.290 2019-02-03T19:40:38.390000Z    8.40  46.5 KP201902031940        -21.3951  64.0496  -21.2701  64.1014
SAN_   S      3  0.20000 0.12500    3.520 2019-02-03T19:40:38.620000Z    8.58 274.9 KP201902031940        -21.3951  64.0496  -21.5701  64.0560
NU27   S      3  0.20000 0.12500    3.680 2019-02-03T19:40:38.780000Z    8.83 127.0 KP201902031940        -21.3951  64.0496  -21.2510  64.0018
TH04   S      2  0.10000 0.25000    3.900 2019-02-03T19:40:39.000000Z   10.03 134.0 KP201902031940        -21.3951  64.0496  -21.2477  63.9870
GRAF   S      2  0.10000 0.25000    4.240 2019-02-03T19:40:39.340000Z   10.95  36.4 KP201902031940        -21.3951  64.0496  -21.2617  64.1286
KA01   S      2  0.10000 0.25000    4.480 2019-02-03T19:40:39.580000Z   11.92 184.4 KP201902031940        -21.3951  64.0496  -21.4136  63.9430
LH40   S      2  0.10000 0.25000    5.750 2019-02-03T19:40:40.850000Z   17.15  99.4 KP201902031940        -21.3951  64.0496  -21.0489  64.0241
HEI_   S      4  0.40000 0.06250    6.470 2019-02-03T19:40:41.570000Z   18.45  24.8 KP201902031940        -21.3951  64.0496  -21.2360  64.1998
SOL_   S      1  0.05000 0.50000    8.200 2019-02-03T19:40:43.300000Z   25.87 121.1 KP201902031940        -21.3951  64.0496  -20.9436  63.9290
HUML   P      0  0.02500 1.00000    0.630 2019-02-03T19:42:04.420000Z    0.19 329.7 KP201902031942        -21.3951  64.0498  -21.3971  64.0513
TH07   P      0  0.02500 1.00000    0.810 2019-02-03T19:42:04.600000Z    1.69  15.1 KP201902031942        -21.3951  64.0498  -21.3861  64.0644
TH21   P      0  0.02500 1.00000    0.850 2019-02-03T19:42:04.640000Z    1.63 135.8 KP201902031942        -21.3951  64.0498  -21.3718  64.0393
JA25   P      0  0.02500 1.00000    1.010 2019-02-03T19:42:04.800000Z    2.74 112.5 KP201902031942        -21.3951  64.0498  -21.3433  64.0404
SVIN   P      0  0.02500 1.00000    0.980 2019-02-03T19:42:04.770000Z    2.77 284.9 KP201902031942        -21.3951  64.0498  -21.4500  64.0562
RE09   P      0  0.02500 1.00000    1.070 2019-02-03T19:42:04.860000Z    2.97 160.6 KP201902031942        -21.3951  64.0498  -21.3750  64.0247
EDA_   P      0  0.02500 1.00000    1.090 2019-02-03T19:42:04.880000Z    3.67   4.6 KP201902031942        -21.3951  64.0498  -21.3891  64.0826
OH23   P      0  0.02500 1.00000    1.140 2019-02-03T19:42:04.930000Z    3.50 139.2 KP201902031942        -21.3951  64.0498  -21.3483  64.0260
INNS   P      0  0.02500 1.00000    1.170 2019-02-03T19:42:04.960000Z    3.99  57.7 KP201902031942        -21.3951  64.0498  -21.3260  64.0689
SK10   P      0  0.02500 1.00000    1.210 2019-02-03T19:42:05.000000Z    3.96  93.8 KP201902031942        -21.3951  64.0498  -21.3142  64.0474
BL22   P      0  0.02500 1.00000    1.240 2019-02-03T19:42:05.030000Z    4.06 255.6 KP201902031942        -21.3951  64.0498  -21.4756  64.0407
GR43   P      0  0.02500 1.00000    1.210 2019-02-03T19:42:05.000000Z    4.18 195.7 KP201902031942        -21.3951  64.0498  -21.4182  64.0137
VA41   P      0  0.02500 1.00000    1.320 2019-02-03T19:42:05.110000Z    4.86 312.5 KP201902031942        -21.3951  64.0498  -21.4685  64.0792
LSKA   P      0  0.02500 1.00000    1.360 2019-02-03T19:42:05.150000Z    4.99 110.8 KP201902031942        -21.3951  64.0498  -21.2996  64.0339
LA24   P      0  0.02500 1.00000    1.240 2019-02-03T19:42:05.030000Z    4.62 174.1 KP201902031942        -21.3951  64.0498  -21.3854  64.0086
GA02   P      0  0.02500 1.00000    1.380 2019-02-03T19:42:05.170000Z    5.17  14.0 KP201902031942        -21.3951  64.0498  -21.3695  64.0948
HVH_   P      0  0.02500 1.00000    1.500 2019-02-03T19:42:05.290000Z    5.34 146.8 KP201902031942        -21.3951  64.0498  -21.3354  64.0097
UR20   P      0  0.02500 1.00000    1.530 2019-02-03T19:42:05.320000Z    5.75 130.5 KP201902031942        -21.3951  64.0498  -21.3057  64.0163
BIT6   P      0  0.02500 1.00000    1.570 2019-02-03T19:42:05.360000Z    6.26  91.0 KP201902031942        -21.3951  64.0498  -21.2669  64.0488
OL26   P      0  0.02500 1.00000    1.690 2019-02-03T19:42:05.480000Z    6.99  77.9 KP201902031942        -21.3951  64.0498  -21.2551  64.0629
LA08   P      0  0.02500 1.00000    1.710 2019-02-03T19:42:05.500000Z    6.66 220.9 KP201902031942        -21.3951  64.0498  -21.4842  64.0046
KOLD   P      1  0.05000 0.50000    1.790 2019-02-03T19:42:05.580000Z    7.59  53.5 KP201902031942        -21.3951  64.0498  -21.2700  64.0902
ME05   P      0  0.02500 1.00000    1.750 2019-02-03T19:42:05.540000Z    7.27 190.3 KP201902031942        -21.3951  64.0498  -21.4216  63.9856
FA44   P      0  0.02500 1.00000    1.910 2019-02-03T19:42:05.700000Z    8.38  46.6 KP201902031942        -21.3951  64.0498  -21.2701  64.1014
SAN_   P      1  0.05000 0.50000    2.010 2019-02-03T19:42:05.800000Z    8.57 274.7 KP201902031942        -21.3951  64.0498  -21.5701  64.0560
NU27   P      0  0.02500 1.00000    2.080 2019-02-03T19:42:05.870000Z    8.85 127.2 KP201902031942        -21.3951  64.0498  -21.2510  64.0018
TH04   P      0  0.02500 1.00000    2.260 2019-02-03T19:42:06.050000Z   10.05 134.1 KP201902031942        -21.3951  64.0498  -21.2477  63.9870
NESJ   P      1  0.05000 0.50000    2.290 2019-02-03T19:42:06.080000Z   10.70  46.8 KP201902031942        -21.3951  64.0498  -21.2351  64.1155
GRAF   P      0  0.02500 1.00000    2.360 2019-02-03T19:42:06.150000Z   10.93  36.5 KP201902031942        -21.3951  64.0498  -21.2617  64.1286
BJA_   P      1  0.05000 0.50000    2.660 2019-02-03T19:42:06.450000Z   12.44 158.6 KP201902031942        -21.3951  64.0498  -21.3026  63.9459
OL42   P      0  0.02500 1.00000    2.920 2019-02-03T19:42:06.710000Z   14.47  59.0 KP201902031942        -21.3951  64.0498  -21.1406  64.1164
LH40   P      1  0.05000 0.50000    3.270 2019-02-03T19:42:07.060000Z   17.16  99.5 KP201902031942        -21.3951  64.0498  -21.0489  64.0241
HEI_   P      0  0.02500 1.00000    3.550 2019-02-03T19:42:07.340000Z   18.43  24.8 KP201902031942        -21.3951  64.0498  -21.2360  64.1998
KAS_   P      1  0.05000 0.50000    4.430 2019-02-03T19:42:08.220000Z   22.53 262.6 KP201902031942        -21.3951  64.0498  -21.8520  64.0229
SOL_   P      2  0.10000 0.25000    4.720 2019-02-03T19:42:08.510000Z   25.88 121.2 KP201902031942        -21.3951  64.0498  -20.9436  63.9290
HUML   S      1  0.05000 0.50000    1.060 2019-02-03T19:42:04.850000Z    0.19 329.7 KP201902031942        -21.3951  64.0498  -21.3971  64.0513
TH07   S      1  0.05000 0.50000    1.320 2019-02-03T19:42:05.110000Z    1.69  15.1 KP201902031942        -21.3951  64.0498  -21.3861  64.0644
JA25   S      0  0.02500 1.00000    1.660 2019-02-03T19:42:05.450000Z    2.74 112.5 KP201902031942        -21.3951  64.0498  -21.3433  64.0404
SVIN   S      2  0.10000 0.25000    1.670 2019-02-03T19:42:05.460000Z    2.77 284.9 KP201902031942        -21.3951  64.0498  -21.4500  64.0562
RE09   S      1  0.05000 0.50000    1.850 2019-02-03T19:42:05.640000Z    2.97 160.6 KP201902031942        -21.3951  64.0498  -21.3750  64.0247
EDA_   S      3  0.20000 0.12500    1.880 2019-02-03T19:42:05.670000Z    3.67   4.6 KP201902031942        -21.3951  64.0498  -21.3891  64.0826
OH23   S      2  0.10000 0.25000    1.940 2019-02-03T19:42:05.730000Z    3.50 139.2 KP201902031942        -21.3951  64.0498  -21.3483  64.0260
INNS   S      1  0.05000 0.50000    1.970 2019-02-03T19:42:05.760000Z    3.99  57.7 KP201902031942        -21.3951  64.0498  -21.3260  64.0689
SK10   S      1  0.05000 0.50000    2.010 2019-02-03T19:42:05.800000Z    3.96  93.8 KP201902031942        -21.3951  64.0498  -21.3142  64.0474
BL22   S      1  0.05000 0.50000    2.170 2019-02-03T19:42:05.960000Z    4.06 255.6 KP201902031942        -21.3951  64.0498  -21.4756  64.0407
GR43   S      2  0.10000 0.25000    2.040 2019-02-03T19:42:05.830000Z    4.18 195.7 KP201902031942        -21.3951  64.0498  -21.4182  64.0137
VA41   S      2  0.10000 0.25000    2.280 2019-02-03T19:42:06.070000Z    4.86 312.5 KP201902031942        -21.3951  64.0498  -21.4685  64.0792
LSKA   S      1  0.05000 0.50000    2.310 2019-02-03T19:42:06.100000Z    4.99 110.8 KP201902031942        -21.3951  64.0498  -21.2996  64.0339
LA24   S      1  0.05000 0.50000    2.250 2019-02-03T19:42:06.040000Z    4.62 174.1 KP201902031942        -21.3951  64.0498  -21.3854  64.0086
GA02   S      2  0.10000 0.25000    2.320 2019-02-03T19:42:06.110000Z    5.17  14.0 KP201902031942        -21.3951  64.0498  -21.3695  64.0948
UR20   S      2  0.10000 0.25000    2.630 2019-02-03T19:42:06.420000Z    5.75 130.5 KP201902031942        -21.3951  64.0498  -21.3057  64.0163
BIT6   S      2  0.10000 0.25000    2.630 2019-02-03T19:42:06.420000Z    6.26  91.0 KP201902031942        -21.3951  64.0498  -21.2669  64.0488
OL26   S      2  0.10000 0.25000    2.780 2019-02-03T19:42:06.570000Z    6.99  77.9 KP201902031942        -21.3951  64.0498  -21.2551  64.0629
LA08   S      2  0.10000 0.25000    2.980 2019-02-03T19:42:06.770000Z    6.66 220.9 KP201902031942        -21.3951  64.0498  -21.4842  64.0046
KOLD   S      3  0.20000 0.12500    3.000 2019-02-03T19:42:06.790000Z    7.59  53.5 KP201902031942        -21.3951  64.0498  -21.2700  64.0902
ME05   S      1  0.05000 0.50000    3.070 2019-02-03T19:42:06.860000Z    7.27 190.3 KP201902031942        -21.3951  64.0498  -21.4216  63.9856
FA44   S      1  0.05000 0.50000    3.290 2019-02-03T19:42:07.080000Z    8.38  46.6 KP201902031942        -21.3951  64.0498  -21.2701  64.1014
SAN_   S      2  0.10000 0.25000    3.550 2019-02-03T19:42:07.340000Z    8.57 274.7 KP201902031942        -21.3951  64.0498  -21.5701  64.0560
TH04   S      3  0.20000 0.12500    3.900 2019-02-03T19:42:07.690000Z   10.05 134.1 KP201902031942        -21.3951  64.0498  -21.2477  63.9870
GRAF   S      2  0.10000 0.25000    4.240 2019-02-03T19:42:08.030000Z   10.93  36.5 KP201902031942        -21.3951  64.0498  -21.2617  64.1286
LH40   S      3  0.20000 0.12500    5.730 2019-02-03T19:42:09.520000Z   17.16  99.5 KP201902031942        -21.3951  64.0498  -21.0489  64.0241
HEI_   S      4  0.40000 0.06250    6.530 2019-02-03T19:42:10.320000Z   18.43  24.8 KP201902031942        -21.3951  64.0498  -21.2360  64.1998
SOL_   S      1  0.05000 0.50000    8.210 2019-02-03T19:42:12.000000Z   25.88 121.2 KP201902031942        -21.3951  64.0498  -20.9436  63.9290
HUML   P      0  0.02500 1.00000    0.630 2019-02-03T19:43:05.650000Z    0.22 331.6 KP201902031943        -21.3950  64.0496  -21.3971  64.0513
TH07   P      0  0.02500 1.00000    0.810 2019-02-03T19:43:05.830000Z    1.71  14.8 KP201902031943        -21.3950  64.0496  -21.3861  64.0644
TH21   P      0  0.02500 1.00000    0.860 2019-02-03T19:43:05.880000Z    1.61 135.4 KP201902031943        -21.3950  64.0496  -21.3718  64.0393
JA25   P      0  0.02500 1.00000    1.020 2019-02-03T19:43:06.040000Z    2.73 112.1 KP201902031943        -21.3950  64.0496  -21.3433  64.0404
SVIN   P      1  0.05000 0.50000    1.000 2019-02-03T19:43:06.020000Z    2.79 285.3 KP201902031943        -21.3950  64.0496  -21.4500  64.0562
RE09   P      0  0.02500 1.00000    1.070 2019-02-03T19:43:06.090000Z    2.94 160.6 KP201902031943        -21.3950  64.0496  -21.3750  64.0247
EDA_   P      0  0.02500 1.00000    1.100 2019-02-03T19:43:06.120000Z    3.69   4.5 KP201902031943        -21.3950  64.0496  -21.3891  64.0826
OH23   P      0  0.02500 1.00000    1.140 2019-02-03T19:43:06.160000Z    3.48 139.0 KP201902031943        -21.3950  64.0496  -21.3483  64.0260
INNS   P      0  0.02500 1.00000    1.180 2019-02-03T19:43:06.200000Z    4.00  57.4 KP201902031943        -21.3950  64.0496  -21.3260  64.0689
SK10   P      0  0.02500 1.00000    1.220 2019-02-03T19:43:06.240000Z    3.95  93.5 KP201902031943        -21.3950  64.0496  -21.3142  64.0474
BL22   P      0  0.02500 1.00000    1.250 2019-02-03T19:43:06.270000Z    4.06 255.9 KP201902031943        -21.3950  64.0496  -21.4756  64.0407
GR43   P      0  0.02500 1.00000    1.210 2019-02-03T19:43:06.230000Z    4.16 195.8 KP201902031943        -21.3950  64.0496  -21.4182  64.0137
VA41   P      0  0.02500 1.00000    1.330 2019-02-03T19:43:06.350000Z    4.87 312.6 KP201902031943        -21.3950  64.0496  -21.4685  64.0792
LSKA   P      1  0.05000 0.50000    1.370 2019-02-03T19:43:06.390000Z    4.98 110.5 KP201902031943        -21.3950  64.0496  -21.2996  64.0339
LA24   P      0  0.02500 1.00000    1.250 2019-02-03T19:43:06.270000Z    4.59 174.1 KP201902031943        -21.3950  64.0496  -21.3854  64.0086
GA02   P      0  0.02500 1.00000    1.380 2019-02-03T19:43:06.400000Z    5.19  13.9 KP201902031943        -21.3950  64.0496  -21.3695  64.0948
HVH_   P      0  0.02500 1.00000    1.490 2019-02-03T19:43:06.510000Z    5.32 146.7 KP201902031943        -21.3950  64.0496  -21.3354  64.0097
UR20   P      0  0.02500 1.00000    1.540 2019-02-03T19:43:06.560000Z    5.73 130.3 KP201902031943        -21.3950  64.0496  -21.3057  64.0163
BIT6   P      0  0.02500 1.00000    1.570 2019-02-03T19:43:06.590000Z    6.26  90.8 KP201902031943        -21.3950  64.0496  -21.2669  64.0488
OL26   P      0  0.02500 1.00000    1.690 2019-02-03T19:43:06.710000Z    6.99  77.7 KP201902031943        -21.3950  64.0496  -21.2551  64.0629
LA08   P      1  0.05000 0.50000    1.710 2019-02-03T19:43:06.730000Z    6.65 221.0 KP201902031943        -21.3950  64.0496  -21.4842  64.0046
KOLD   P      0  0.02500 1.00000    1.800 2019-02-03T19:43:06.820000Z    7.60  53.4 KP201902031943        -21.3950  64.0496  -21.2700  64.0902
ME05   P      0  0.02500 1.00000    1.750 2019-02-03T19:43:06.770000Z    7.25 190.3 KP201902031943        -21.3950  64.0496  -21.4216  63.9856
SAN_   P      0  0.02500 1.00000    2.000 2019-02-03T19:43:07.020000Z    8.58 274.8 KP201902031943        -21.3950  64.0496  -21.5701  64.0560
NU27   P      0  0.02500 1.00000    2.080 2019-02-03T19:43:07.100000Z    8.83 127.1 KP201902031943        -21.3950  64.0496  -21.2510  64.0018
TH04   P      0  0.02500 1.00000    2.270 2019-02-03T19:43:07.290000Z   10.03 134.0 KP201902031943        -21.3950  64.0496  -21.2477  63.9870
NESJ   P      0  0.02500 1.00000    2.290 2019-02-03T19:43:07.310000Z   10.72  46.6 KP201902031943        -21.3950  64.0496  -21.2351  64.1155
KA01   P      0  0.02500 1.00000    2.560 2019-02-03T19:43:07.580000Z   11.92 184.4 KP201902031943        -21.3950  64.0496  -21.4136  63.9430
BJA_   P      1  0.05000 0.50000    2.680 2019-02-03T19:43:07.700000Z   12.41 158.6 KP201902031943        -21.3950  64.0496  -21.3026  63.9459
OL42   P      0  0.02500 1.00000    2.920 2019-02-03T19:43:07.940000Z   14.47  58.9 KP201902031943        -21.3950  64.0496  -21.1406  64.1164
LH40   P      2  0.10000 0.25000    3.290 2019-02-03T19:43:08.310000Z   17.15  99.4 KP201902031943        -21.3950  64.0496  -21.0489  64.0241
HEI_   P      1  0.05000 0.50000    3.550 2019-02-03T19:43:08.570000Z   18.45  24.8 KP201902031943        -21.3950  64.0496  -21.2360  64.1998
HUML   S      0  0.02500 1.00000    1.070 2019-02-03T19:43:06.090000Z    0.22 331.6 KP201902031943        -21.3950  64.0496  -21.3971  64.0513
TH07   S      2  0.10000 0.25000    1.330 2019-02-03T19:43:06.350000Z    1.71  14.8 KP201902031943        -21.3950  64.0496  -21.3861  64.0644
TH21   S      1  0.05000 0.50000    1.600 2019-02-03T19:43:06.620000Z    1.61 135.4 KP201902031943        -21.3950  64.0496  -21.3718  64.0393
JA25   S      2  0.10000 0.25000    1.670 2019-02-03T19:43:06.690000Z    2.73 112.1 KP201902031943        -21.3950  64.0496  -21.3433  64.0404
SVIN   S      1  0.05000 0.50000    1.680 2019-02-03T19:43:06.700000Z    2.79 285.3 KP201902031943        -21.3950  64.0496  -21.4500  64.0562
RE09   S      2  0.10000 0.25000    1.800 2019-02-03T19:43:06.820000Z    2.94 160.6 KP201902031943        -21.3950  64.0496  -21.3750  64.0247
EDA_   S      2  0.10000 0.25000    1.880 2019-02-03T19:43:06.900000Z    3.69   4.5 KP201902031943        -21.3950  64.0496  -21.3891  64.0826
INNS   S      1  0.05000 0.50000    1.970 2019-02-03T19:43:06.990000Z    4.00  57.4 KP201902031943        -21.3950  64.0496  -21.3260  64.0689
SK10   S      0  0.02500 1.00000    2.010 2019-02-03T19:43:07.030000Z    3.95  93.5 KP201902031943        -21.3950  64.0496  -21.3142  64.0474
GR43   S      1  0.05000 0.50000    2.040 2019-02-03T19:43:07.060000Z    4.16 195.8 KP201902031943        -21.3950  64.0496  -21.4182  64.0137
VA41   S      2  0.10000 0.25000    2.310 2019-02-03T19:43:07.330000Z    4.87 312.6 KP201902031943        -21.3950  64.0496  -21.4685  64.0792
LSKA   S      1  0.05000 0.50000    2.310 2019-02-03T19:43:07.330000Z    4.98 110.5 KP201902031943        -21.3950  64.0496  -21.2996  64.0339
GA02   S      1  0.05000 0.50000    2.390 2019-02-03T19:43:07.410000Z    5.19  13.9 KP201902031943        -21.3950  64.0496  -21.3695  64.0948
HVH_   S      3  0.20000 0.12500    2.620 2019-02-03T19:43:07.640000Z    5.32 146.7 KP201902031943        -21.3950  64.0496  -21.3354  64.0097
UR20   S      2  0.10000 0.25000    2.710 2019-02-03T19:43:07.730000Z    5.73 130.3 KP201902031943        -21.3950  64.0496  -21.3057  64.0163
BIT6   S      2  0.10000 0.25000    2.650 2019-02-03T19:43:07.670000Z    6.26  90.8 KP201902031943        -21.3950  64.0496  -21.2669  64.0488
OL26   S      2  0.10000 0.25000    2.820 2019-02-03T19:43:07.840000Z    6.99  77.7 KP201902031943        -21.3950  64.0496  -21.2551  64.0629
LA08   S      2  0.10000 0.25000    2.940 2019-02-03T19:43:07.960000Z    6.65 221.0 KP201902031943        -21.3950  64.0496  -21.4842  64.0046
ME05   S      1  0.05000 0.50000    3.070 2019-02-03T19:43:08.090000Z    7.25 190.3 KP201902031943        -21.3950  64.0496  -21.4216  63.9856
SAN_   S      2  0.10000 0.25000    3.610 2019-02-03T19:43:08.630000Z    8.58 274.8 KP201902031943        -21.3950  64.0496  -21.5701  64.0560
NU27   S      2  0.10000 0.25000    3.680 2019-02-03T19:43:08.700000Z    8.83 127.1 KP201902031943        -21.3950  64.0496  -21.2510  64.0018
NESJ   S      2  0.10000 0.25000    4.310 2019-02-03T19:43:09.330000Z   10.72  46.6 KP201902031943        -21.3950  64.0496  -21.2351  64.1155
KA01   S      2  0.10000 0.25000    4.480 2019-02-03T19:43:09.500000Z   11.92 184.4 KP201902031943        -21.3950  64.0496  -21.4136  63.9430
LH40   S      2  0.10000 0.25000    5.720 2019-02-03T19:43:10.740000Z   17.15  99.4 KP201902031943        -21.3950  64.0496  -21.0489  64.0241
HEI_   S      4  0.40000 0.06250    6.460 2019-02-03T19:43:11.480000Z   18.45  24.8 KP201902031943        -21.3950  64.0496  -21.2360  64.1998
HUML   P      0  0.02500 1.00000    0.610 2019-02-03T20:02:20.980000Z    0.24 313.6 KP201902032002        -21.3935  64.0498  -21.3971  64.0513
TH07   P      0  0.02500 1.00000    0.790 2019-02-03T20:02:21.160000Z    1.67  12.5 KP201902032002        -21.3935  64.0498  -21.3861  64.0644
TH21   P      0  0.02500 1.00000    0.830 2019-02-03T20:02:21.200000Z    1.58 137.8 KP201902032002        -21.3935  64.0498  -21.3718  64.0393
JA25   P      0  0.02500 1.00000    0.990 2019-02-03T20:02:21.360000Z    2.67 113.1 KP201902032002        -21.3935  64.0498  -21.3433  64.0404
SVIN   P      0  0.02500 1.00000    1.010 2019-02-03T20:02:21.380000Z    2.85 284.5 KP201902032002        -21.3935  64.0498  -21.4500  64.0562
RE09   P      0  0.02500 1.00000    1.050 2019-02-03T20:02:21.420000Z    2.94 162.1 KP201902032002        -21.3935  64.0498  -21.3750  64.0247
EDA_   P      0  0.02500 1.00000    1.100 2019-02-03T20:02:21.470000Z    3.66   3.4 KP201902032002        -21.3935  64.0498  -21.3891  64.0826
OH23   P      0  0.02500 1.00000    1.130 2019-02-03T20:02:21.500000Z    3.45 140.2 KP201902032002        -21.3935  64.0498  -21.3483  64.0260
INNS   P      0  0.02500 1.00000    1.170 2019-02-03T20:02:21.540000Z    3.92  57.1 KP201902032002        -21.3935  64.0498  -21.3260  64.0689
SK10   P      0  0.02500 1.00000    1.200 2019-02-03T20:02:21.570000Z    3.88  93.9 KP201902032002        -21.3935  64.0498  -21.3142  64.0474
BL22   P      0  0.02500 1.00000    1.250 2019-02-03T20:02:21.620000Z    4.14 255.8 KP201902032002        -21.3935  64.0498  -21.4756  64.0407
GR43   P      0  0.02500 1.00000    1.220 2019-02-03T20:02:21.590000Z    4.20 196.7 KP201902032002        -21.3935  64.0498  -21.4182  64.0137
VA41   P      0  0.02500 1.00000    1.330 2019-02-03T20:02:21.700000Z    4.91 311.9 KP201902032002        -21.3935  64.0498  -21.4685  64.0792
LSKA   P      1  0.05000 0.50000    1.380 2019-02-03T20:02:21.750000Z    4.92 111.1 KP201902032002        -21.3935  64.0498  -21.2996  64.0339
LA24   P      1  0.05000 0.50000    1.240 2019-02-03T20:02:21.610000Z    4.61 175.1 KP201902032002        -21.3935  64.0498  -21.3854  64.0086
GA02   P      0  0.02500 1.00000    1.380 2019-02-03T20:02:21.750000Z    5.15  13.1 KP201902032002        -21.3935  64.0498  -21.3695  64.0948
HVH_   P      0  0.02500 1.00000    1.500 2019-02-03T20:02:21.870000Z    5.30 147.5 KP201902032002        -21.3935  64.0498  -21.3354  64.0097
UR20   P      0  0.02500 1.00000    1.530 2019-02-03T20:02:21.900000Z    5.69 131.0 KP201902032002        -21.3935  64.0498  -21.3057  64.0163
BIT6   P      0  0.02500 1.00000    1.560 2019-02-03T20:02:21.930000Z    6.18  91.0 KP201902032002        -21.3935  64.0498  -21.2669  64.0488
OL26   P      0  0.02500 1.00000    1.690 2019-02-03T20:02:22.060000Z    6.91  77.7 KP201902032002        -21.3935  64.0498  -21.2551  64.0629
LA08   P      0  0.02500 1.00000    1.710 2019-02-03T20:02:22.080000Z    6.71 221.4 KP201902032002        -21.3935  64.0498  -21.4842  64.0046
KOLD   P      0  0.02500 1.00000    1.780 2019-02-03T20:02:22.150000Z    7.52  53.2 KP201902032002        -21.3935  64.0498  -21.2700  64.0902
ME05   P      0  0.02500 1.00000    1.760 2019-02-03T20:02:22.130000Z    7.29 190.9 KP201902032002        -21.3935  64.0498  -21.4216  63.9856
FA44   P      0  0.02500 1.00000    1.910 2019-02-03T20:02:22.280000Z    8.33  46.3 KP201902032002        -21.3935  64.0498  -21.2701  64.1014
NU27   P      1  0.05000 0.50000    2.070 2019-02-03T20:02:22.440000Z    8.78 127.5 KP201902032002        -21.3935  64.0498  -21.2510  64.0018
SAN_   P      1  0.05000 0.50000    2.020 2019-02-03T20:02:22.390000Z    8.65 274.7 KP201902032002        -21.3935  64.0498  -21.5701  64.0560
TH04   P      0  0.02500 1.00000    2.270 2019-02-03T20:02:22.640000Z    9.99 134.4 KP201902032002        -21.3935  64.0498  -21.2477  63.9870
NESJ   P      0  0.02500 1.00000    2.290 2019-02-03T20:02:22.660000Z   10.65  46.5 KP201902032002        -21.3935  64.0498  -21.2351  64.1155
GRAF   P      0  0.02500 1.00000    2.350 2019-02-03T20:02:22.720000Z   10.89  36.1 KP201902032002        -21.3935  64.0498  -21.2617  64.1286
KA01   P      1  0.05000 0.50000    2.560 2019-02-03T20:02:22.930000Z   11.95 184.7 KP201902032002        -21.3935  64.0498  -21.4136  63.9430
BJA_   P      0  0.02500 1.00000    2.690 2019-02-03T20:02:23.060000Z   12.41 158.9 KP201902032002        -21.3935  64.0498  -21.3026  63.9459
OL42   P      1  0.05000 0.50000    2.920 2019-02-03T20:02:23.290000Z   14.40  58.8 KP201902032002        -21.3935  64.0498  -21.1406  64.1164
LH40   P      1  0.05000 0.50000    3.280 2019-02-03T20:02:23.650000Z   17.08  99.5 KP201902032002        -21.3935  64.0498  -21.0489  64.0241
